Company Description,Company Name,Customer ID,Service Agreement Expiration,Website,Industry
"","Prinsburg Farmers Cooperative","1989537","4/24/2026 12:00 PM","","Feed"
"","Pro Cooperative Ayrshire","1989538","10/17/2025 12:00 PM","","Feed"
"","Pro Cooperative Corporate","1989540","","","Feed"
"","Pro Cooperative Rolfe","1989539","2/1/2026 12:00 PM","","Other"
"","Pro Ex Extrusion","2222872","","","Feed"
"","Pro Partners Milling LLC","2731740","8/12/2025 12:00 PM","","Feed"
"","Prosser Belize","2714193","","","Agronomy-Dry"
"","Protein Sources","1989543","1/16/2026 12:00 PM","","Feed"
"","Provision Feed","2953846","11/5/2025 12:00 PM","","Feed"
"","Pryes Brewing","1989544","","","Brewery"
"","Pure Air Filtration","2581984","","","Other"
"","Pure Country Pork","1989545","1/13/2026 12:00 PM","","Feed"
"","Pursell Manufacturing","2542945","","","Feed"
"","Quad County Corn Processors","2640838","","","Feed"
"","Quality Liquid Feeds Clovis","1989546","2/1/2026 12:00 PM","","Feed"
"","Quality Liquid Feeds Muskogee","2026944","","","Feed"
"","Rahn Farms","2005130","","","Feed"
"","Raley Colony","2153151","","","Feed"
"","Red Bridge Farms","2010443","5/29/2026 12:00 PM","","Feed"
"","Red Rooster Brew Werks And Distillery","2350255","","","Brewery"
"","Red Willow Colony","2959739","","","Feed"
"","Reddy Feed And Grain LLC","2975993","","","Feed"
"","Reedy Fork Farms","1989547","2/16/2026 12:00 PM","","Feed"
"","Reeves Feed And Grain","1989548","5/28/2026 12:00 PM","","Feed"
"","Regal Chemical Co","2321823","","","Agronomy-Dry"
"","Reicks View Farms","1989549","7/1/2025 12:00 PM","","Feed"
"","Remedy Brewing","2160654","","","Brewery"
"","Renaissance Nutrition","2010446","7/23/2025 12:00 PM","","Feed"
"","Republic Mills Okolona","1989550","4/8/2026 12:00 PM","","Feed"
"","Reunion Island","2080508","","","Brewery"
"","Rice Farms Ltd","2039441","","","Feed"
"","Ricketts Farm Service, Inc.","2959561","","","Feed"
"","Ridley Block","1989551","11/17/2025 12:00 PM","","Feed"
"","Rimrock Colony","1989552","12/12/2025 12:00 PM","","Feed"
"","Rio Creek Milling","2821179","","","Feed"
"","Ripberger Farms","2169521","","","Feed"
"","Ripon Milling","1989553","10/26/2025 12:00 PM","","Feed"
"","Ritter Cattle Co","2277380","12/28/2025 12:00 PM","","Cattle"
"","River Mills","2105341","","","Feed"
"","River Ranch Dairy","2569533","","","Cattle"
"","River Valley Cooperative DeWitt","2975364","","","Agronomy-Dry"
"","River Valley Cooperative Galva","2180533","9/26/2025 12:00 PM","","Feed"
"","River Valley Organics","2008202","7/19/2025 12:00 PM","","Feed"
"","Riverdale Feed And Grain","1989555","7/26/2025 12:00 PM","","Feed"
"","Riverside Colony","1989556","4/17/2026 12:00 PM","","Feed"
"","Riverside Feeds, LLC","2353039","7/6/2025 12:00 PM","","Feed"
"","Riverview Farms","2786168","7/15/2025 12:00 PM","","Feed"
"","RMS Roller Grinder","2134757","","","Feed"
"","Roaring Creek Egg Farms / Scattered Acres Farms","2970108","","","Feed"
"","Rock Lake Colony","1989558","5/1/2026 12:00 PM","","Feed"
"","Rockglen Colony","2755219","4/28/2026 12:00 PM","","Feed"
"","Rockport Colony Alexandria","1989559","8/20/2025 12:00 PM","","Feed"
"","Roggen Farmers Elevator","2529593","3/2/2026 12:00 PM","","Feed"
"","Roggie Farms LLC","1989560","","","Feed"
"","Rokey Farms LLC","2010447","4/25/2026 12:00 PM","","Feed"
"","Rolling Farms","2276009","","","Feed"
"Mill #1 (Old/Existing)","Ron Wulfekuhle ","1989561","9/25/2025 12:00 PM","","Feed"
"","Ronnfeldt Farms Inc. ","1989562","10/14/2025 12:00 PM","","Feed"
"","Rose Glen Farming Company","1989563","3/14/2026 12:00 PM","","Feed"
"","Rosedale Colony","2542571","2/6/2026 12:00 PM","","Feed"
"","Roy Umbarger And Sons","2179135","","","Feed"
"","Royal Dairy","2967506","","","Feed"
"","Ruby Ridge Dairy","1989564","4/12/2026 12:00 PM","","Cattle"
"","Rushwood Farms","1989569","5/1/2026 12:00 PM","","Feed"
"","S And C Pork","2005372","9/5/2025 12:00 PM","","Feed"
"","Sacate Pellet Mills Inc","2052086","","","Feed"
"","Sage Creek Colony","2474923","","","Feed"
"","Sailfish Brewing","2187707","","","Brewery"
"","Salisbury Ag Center Inc. ","1989572","8/27/2025 12:00 PM","","Feed"
"","Salix Elevator, LLC","2307363","10/14/2025 12:00 PM","","Feed"
"","Salsbery Pork Producers","1989571","","","Feed"
"","Sam Nutrition","2957090","","","Feed"
"","Sammon Acres","2004228","11/30/2025 12:00 PM","","Feed"
"","Sample Customer","1989040","","","Feed"
"","Sample Dultmeier Customer","2892998","","","Agronomy-Liquid"
"","Sand Lake Farming Co. Ltd","2277178","12/10/2025 12:00 PM","","Feed"
"","Sandy Road Farms - CLOSED","1989392","","","Feed"
"","Sauder Feeds","1989574","3/14/2026 12:00 PM","","Feed"
"","SC Feeds LTD","2029590","9/26/2025 12:00 PM","","Feed"
"","SCF / Lewis And Clark","2540859","3/21/2026 12:00 PM","","Agronomy-Dry"
"","Schmitz Grain","2640887","","","Grain"
"","Schoenfelder Feeds","2925020","9/13/2025 12:00 PM","","Feed"
"","Schott Family Farms","1989381","11/14/2026 12:00 PM","","Feed"
"","Schutt Farms","2193705","","","Feed"
"","Schuyler Coop","2757289","11/9/2025 12:00 PM","","Agronomy-Dry"
"","Schwartz Finishing Corporate","2951377","","","Feed"
"","Schwartz Finishing Leigh","1989441","8/3/2025 12:00 PM","","Feed"
"","Schwartz Finishing Morgan","2958329","1/26/2026 12:00 PM","","Feed"
"","SCIC Agriculture Martinique","2327755","","","Agronomy-Dry"
"","Scott Birkey","2010335","","","Feed"
"","Scott Leystras","1989578","","","Feed"
"","Scoular Company","2891201","","","Feed"
"","Scova Dairy","1989579","9/17/2025 12:00 PM","","Feed"
"","Scratch And Peck Feeds","1989580","8/28/2025 12:00 PM","","Feed"
"","Seaboard Foods","2005473","","","Feed"
"","Seagate","2755551","","","Agronomy-Dry"
"","Select Milling","1989581","10/10/2025 12:00 PM","","Feed"
"","Sensenig Farms","2957132","","","Feed"
"","Seville Colony","1989582","2/1/2026 12:00 PM","","Feed"
"","Seward Ag Supply","2966061","","","Agronomy-Dry"
"","Shady Lane Colony","1989583","5/2/2026 12:00 PM","","Feed"
"","Shamrock Colony","1989584","12/1/2025 12:00 PM","","Feed"
"","Shannon Colony","1989585","9/19/2025 12:00 PM","","Feed"
"","Shelter Valley Land And Cattle","2159064","","","Cattle"
"","Sieren Pork","1989587","8/24/2025 12:00 PM","","Feed"
"","Sierra Colony","2249731","9/26/2025 12:00 PM","","Feed"
"","Silver Brothers","2730054","","","Feed"
"","Simplot  Corporate","2957589","","","Agronomy-Dry And Liquid"
"","Simplot Albion","2958495","","","Agronomy-Liquid"
"","Simplot Baker City","2351017","","","Agronomy-Dry"
"","Simplot Bunkie","2975855","","","Agronomy-Liquid"
"","Simplot Caldwell","2953634","3/20/2026 12:00 PM","","Agronomy-Dry"
"","Simplot Gibson City","2962919","","","Agronomy-Dry"
"","Simplot Leachville","2839220","4/24/2026 12:00 PM","","Agronomy-Dry"
"","Simplot Lennon","2799922","7/21/2025 12:00 PM","","Agronomy-Dry And Liquid"
"","Simplot Opp","2943183","11/22/2025 12:00 PM","","Agronomy-Dry"
"","Simplot Othello","2970635","","","Agronomy-Dry"
"","Simplot Rayville","2976346","","","Agronomy-Dry"
"","Simplot Rosedale","2952235","","","Agronomy-Dry"
"","Simplot Rupert","2928205","5/31/2026 12:00 PM","","Agronomy-Dry And Liquid"
"","Simplot Tulare","2936881","3/27/2026 12:00 PM","","Agronomy-Dry And Liquid"
"","Simplot Wendell","2976246","","","Agronomy-Liquid"
"","Sinamco Trading LLC","1989588","","","Feed"
"","Sinclair Elevator","2008260","","","Feed"
"","Sinke Farms LTD","1989589","10/13/2025 12:00 PM","","Feed"
"","Skyland Grain","2644531","10/23/2025 12:00 PM","","Agronomy-Dry"
"","Slack Tide Brewing","2849039","","","Brewery"
"","Smith Quality Eggs","1989590","4/22/2026 12:00 PM","","Feed"
"","Smolek L And G Inc. ","1989591","1/1/2026 12:00 PM","","Feed"
"","Son D Farms","1989592","10/6/2025 12:00 PM","","Feed"
"","Soulstone Poultry","2005526","12/7/2025 12:00 PM","","Feed"
"","Souris River Colony","2010451","","","Feed"
"","South Central FS Corporate","2958145","","","Agronomy-Dry"
"","South Central FS Sullivan","2672552","9/14/2025 12:00 PM","","Agronomy-Dry"
"","South Central FS Vandalia","2895710","1/8/2026 12:00 PM","","Agronomy-Dry"
"","South Dakota State University - Central Feed Department","2010307","","","Feed"
"","Southern Pines Brewing","2124134","","","Brewery"
"","Southern States","2187763","","","Agronomy-Dry"
"","Southland Colony","2352733","2/14/2026 12:00 PM","","Feed"
"","Southwest Transfer","2029521","","","Feed"
"","Specialty Ag Formulations","2940589","3/28/2026 12:00 PM","","Agronomy-Liquid"
"","Spillville Feed Mill","1989594","11/6/2025 12:00 PM","","Feed"
"","Spillville Mill Corporate","2958142","","","Feed"
"","Spillville Organic Mill","2179374","11/6/2025 12:00 PM","","Feed"
"","Spink Colony","2940602","1/18/2026 12:00 PM","","Feed"
"","Split Rock Creek Mill","2154817","6/12/2026 12:00 PM","","Feed"
"","Sporting Valley Feed ","2899380","","","Feed"
"","Spring Creek Colony Forbes","1989595","4/14/2026 12:00 PM","","Feed"
"","Spring Valley Colony Alberta","1989598","12/14/2025 12:00 PM","","Feed"
"","Spring Water Colony - Canada","1989603","","","Feed"
"","Springer Family Foods LLC Box Farm Feed Mill","1989601","7/13/2025 12:00 PM","","Feed"
"","Springer Family Foods LLC Corporate","2958140","","","Feed"
"","Springer Family Foods LLC Valley Feed Mill","1989602","10/26/2025 12:00 PM","","Feed"
"","Springfield Colony","2249491","9/18/2025 12:00 PM","","Feed"
"","Springside Colony","2005464","10/30/2025 12:00 PM","","Feed"
"","Springvale Colony","2846683","","","Feed"
"","Springview Colony","2972823","","","Feed"
"","Springwater Colony Chicken Barn","2008238","11/13/2025 12:00 PM","","Feed"
"","Springwater Colony Hog Barn","2008239","11/13/2025 12:00 PM","","Feed"
"","Spronk Brothers Farms","1989604","12/1/2025 12:00 PM","","Feed"
"","Sprucehill Colony","2275983","7/16/2025 12:00 PM","","Feed"
"","Stabil Nutrition","2960344","","","Feed"
"","Stagecoach Trail Organics","2495924","4/2/2026 12:00 PM","","Feed"
"","Stan's Inc.","2187359","7/1/2025 12:00 PM","","Feed"
"","Standard Dairy Consultants","2864021","","","Feed"
"","Standard Nutrition","1989401","9/20/2025 12:00 PM","","Feed"
"","Star Blends","2178729","","","Feed"
"","Starlite Colony","1989606","10/25/2025 12:00 PM","","Feed"
"","State of Virginia DOT","2647569","","","Other"
"","Stateline Cooperative Burt","2931019","9/26/2026 12:00 PM","","Agronomy-Dry"
"","Stateline Cooperative Halfa","2004997","1/1/2026 12:00 PM","","Feed"
"","Steinbach Feeds LTD","1989608","2/2/2026 12:00 PM","","Feed"
"","Stephenson Service Company","2542588","","","Feed"
"","Steve Madden","2967217","","","Feed"
"","Stevens Feed Mill","2757106","","","Feed"
"","Stewart Maschmeyer","2010646","","","Feed"
"","Stiebrs Farms","2093100","7/27/2025 12:00 PM","","Feed"
"","Stover Milling","2502341","10/7/2025 12:00 PM","","Feed"
"","Strawn Pork LLC - CLOSED","1989425","","","Feed"
"","Stribling Hog Farm","1989610","10/3/2025 12:00 PM","","Feed"
"","Stumpy Hill Farms","1989611","9/25/2025 12:00 PM","","Feed"
"","Sturgis Brewing","2542566","","","Brewery"
"","Summerland Colony","2352728","","","Feed"
"","Sun King Brewery","2124141","","","Brewery"
"","Sunrise Ag Cooperative","2029576","","","Feed"
"","Sunset Feeders LTD","1989612","5/26/2026 12:00 PM","","Feed"
"","Superior Ag Feed Mill","2951546","9/19/2025 12:00 PM","","Feed"
"","Superior Ag Fertilizer","2941245","","","Agronomy-Liquid"
"","Superior Milling","2856357","","","Feed"
"","Swinford And Franz Farms","1989613","3/20/2026 12:00 PM","","Feed"
"","Synergy Agri Group Inc. ","1989614","7/7/2025 12:00 PM","","Feed"
"","Synergy Feeds Corporate","2958139","","","Feed"
"","Synergy Feeds Edgerton","1989616","9/19/2025 12:00 PM","","Feed"
"","Synergy Feeds South Whitley","1989615","9/19/2025 12:00 PM","","Feed"
"","T and M Farms","2006479","","","Feed"
"","T And S Crop Services ","2929293","3/28/2026 12:00 PM","","Agronomy-Dry"
"","Talbot Elevator","1989617","3/13/2026 12:00 PM","","Feed"
"","Tama Benton Coop","2929302","11/1/2025 12:00 PM","","Agronomy-Dry"
"","Tannerite Sports LLC","2338127","","","Other"
"","Taurus Natural Inc. ","1989618","","","Feed"
"","Test Customer","2527978","","",""
"","The Andersons Albion MI","2192208","","","Feed"
"","The Andersons Corporate","2958115","","","Feed"
"","The Andersons Denison","2218110","","","Feed"
"","The Andersons Seymour IN","2186682","","","Agronomy-Dry"
"","Thomas Livestock Company Corporate","1989619","","","Feed"
"","Thomas Livestock Company Inc. Broken Bow (Old Mill)","1989620","11/3/2025 12:00 PM","","Feed"
"","Thomas Livestock Company Inc. Merna (New Mill)","1989621","6/16/2026 12:00 PM","","Feed"
"","Thompson Colony","2947516","6/10/2025 12:00 PM","","Feed"
"","Thompson Farms","2174166","4/1/2026 12:00 PM","","Feed"
"","Thompson Pearl Valley Egg","1989622","5/12/2026 12:00 PM","","Feed"
"","Tier One Nutritionals","2042458","3/2/2026 12:00 PM","","Feed"
"","Tim Janzen","2040207","","","Feed"
"","Tim Steuber Pork","1989623","7/5/2025 12:00 PM","","Feed"
"","Timac Agro Americus","2874297","8/18/2025 12:00 PM","","Agronomy-Dry"
"","Timac Agro Corporate","2958113","","","Agronomy-Dry"
"","Timac Agro Reading","2153155","4/15/2026 12:00 PM","","Agronomy-Dry"
"","TJ Farms","2186556","","","Feed"
"","Tlam Farms","1989625","1/5/2026 12:00 PM","","Feed"
"","TMI","2010331","","","Feed"
"","Toelle Farms","1989626","12/16/2025 12:00 PM","","Feed"
"","Tom Menchhofer","2010427","","","Feed"
"","Tom Ritz","1989554","10/29/2025 12:00 PM","","Feed"
"","Tom Scheider","1989256","","","Feed"
"","Tonewood Brewing","2359737","","","Brewery"
"","Trademark Nitrogen","2010570","","","Agronomy-Dry"
"","Transagra","2206901","","","Other"
"","Treaty Mill","2917376","7/14/2025 12:00 PM","","Feed"
"","Trelleborg Applied Technologies","2755269","","","Agronomy-Dry"
"","Triple G Farms","1992610","6/21/2026 12:00 PM","","Feed"
"","Triple Heart Ranch","2378706","","","Cattle"
"","Triple J Farms Sonora","1989224","4/4/2026 12:00 PM","","Feed"
"","Triple P Farms","1992611","","","Feed"
"","Trotter Fertilizer And Propane","2728585","11/4/2025 12:00 PM","","Agronomy-Dry"
"","Trouw Nutrition - CLOSED","1989333","","","Feed"
"","Tuente Farms","1992612","8/21/2025 12:00 PM","","Feed"
"","Turf Care Supply","2856208","","","Agronomy-Liquid"
"","Tuscarora Processors","2005371","","","Feed"
"","Twilight Colony","1992613","4/30/2026 12:00 PM","","Feed"
"","Twin Hills Colony Chicken Mill","1992614","4/19/2026 12:00 PM","","Feed"
"","Twin Hills Colony Hog Feed Mill","2747465","8/25/2025 12:00 PM","","Feed"
"","Two Rivers Cooperative","1992616","","","Feed"
"","Uchu Brewing","2378688","","","Brewery"
"","Union Mills","2010574","7/10/2025 12:00 PM","","Feed"
"","United Animal Health Sheridan","1989383","","","Feed"
"","United Coop Waupun","2867371","","","Feed"
"","United Farmers Cooperative Corporate","2958111","","","Feed"
"","United Farmers Cooperative Klossner","1992617","1/11/2026 12:00 PM","","Feed"
"","United Farmers Cooperative Le Sueur","2509690","8/5/2025 12:00 PM","","Feed"
"","United Feed Cooperative, Inc. Okeechobee","1992621","6/28/2025 12:00 PM","","Feed"
"","University of Illinois","2010517","7/1/2025 12:00 PM","","Feed"
"","Upland Colony","2188637","10/6/2025 12:00 PM","","Feed"
"","Urban Family Brewing","2154715","","","Brewery"
"Dealer RMS","Ursa Farmers Coop","2757497","","","Feed"
"","Uthof Ag","1989415","","","Feed"
"","Valley Agronomics","2335378","9/1/2025 12:00 PM","","Agronomy-Dry"
"","Valley Feed And Seed","2323532","6/10/2026 12:00 PM","","Feed"
"","Valley Feed Company","2002296","","","Feed"
"","Valley Feeds Mill","2968186","","","Feed"
"","Valley Hay","2222251","","","Other"
"","Valley Nutrition","1992622","7/29/2026 12:00 PM","","Feed"
"","Valley View Milling LLC","1992624","7/25/2025 12:00 PM","","Feed"
"","Van Boekel Holdings","1992625","12/15/2025 12:00 PM","","Feed"
"","Van Schepdael Farms","2010456","","","Feed"
"","Van Sluys Dairy Solutions","1992626","2/1/2026 12:00 PM","","Cattle"
"","Vanden Dool Farms","1992627","","","Feed"
"","Vaske Hog Farm","1992628","12/13/2025 12:00 PM","","Feed"
"","Vaubel Farms, Inc.","2010458","","","Feed"
"","Veldhuizen Farms","1992630","3/2/2026 12:00 PM","","Feed"
"","Veldkamp Farms","1992632","7/18/2025 12:00 PM","","Feed"
"","Verdesian","2732594","","","Agronomy-Dry"
"","Verkuyl Farms","1992633","9/30/2025 12:00 PM","","Feed"
"","Vermeer Dairy LTD","1992631","1/13/2026 12:00 PM","","Cattle"
"","Viafield","2941244","","","Feed"
"","Viking Colony","1992634","7/31/2025 12:00 PM","","Feed"
"","Vir-Clar Grain LLC","2126982","","","Grain"
"","VitaGold Brands Corporate","2958106","","","Feed"
"","VitaGold Brands Mill 1","2178472","","","Feed"
"","VitaGold Brands Mill 2","1992636","12/15/2025 12:00 PM","","Feed"
"","Vitalix","2785788","12/7/2025 12:00 PM","","Feed"
"","Vontalge Farms","2004358","","","Feed"
"","Wakarusa Nutritional","1992638","7/12/2025 12:00 PM","","Feed"
"","Wakarusa Nutritional Corporate","2943886","","","Feed"
"","Wakarusa Nutritional Stillwell","2943889","10/24/2025 12:00 PM","","Feed"
"","Wallace Pork Systems Corporate","2958104","","","Feed"
"","Wallace Pork Systems New Mill","1992641","2/25/2026 12:00 PM","","Feed"
"","Wallace Pork Systems Old Mill","1992642","2/25/2026 12:00 PM","","Feed"
"","Walnut Hill Feeds","1992640","3/9/2026 12:00 PM","","Feed"
"","Warburg Colony","1992643","7/8/2026 12:00 PM","","Feed"
"","Ward And Van Scoy","1992644","","","Feed"
"","Watje Feed Service Inc. ","1992646","5/5/2026 12:00 PM","","Feed"
"","Waukon Feed Ranch","1992647","5/18/2026 12:00 PM","","Feed"
"","Wayne County Feed ","1992615","5/1/2026 12:00 PM","","Feed"
"","Wedgworth's Inc.","2954756","12/20/2025 12:00 PM","","Agronomy-Dry"
"","Weeks Farms Inc. ","1992648","10/1/2025 12:00 PM","","Feed"
"","Wellman Produce","2849040","5/12/2026 12:00 PM","","Feed"
"","Welsh Family Organic Farm","2324787","1/6/2026 12:00 PM","","Feed"
"","Weltzien Turkey Farms","1992650","10/25/2025 12:00 PM","","Feed"
"","Wen Mar Farms","1992651","6/20/2026 12:00 PM","","Feed"
"","Wenger Feeds Benton","1989416","","","Feed"
"","Wenger Feeds Corporate","2958087","","","Feed"
"","Wenger Feeds Martinsburg","2929360","","","Feed"
"","Wenger Feeds Muncy","2912882","","","Feed"
"","Wenger Feeds Shippensburg","2631025","","","Feed"
"","Wenning Poultry","1992652","9/14/2025 12:00 PM","","Feed"
"","Westcoast Holsteins Ltd.","2010384","6/20/2025 12:00 PM","","Cattle"
"","Westrum Farms","2003026","11/3/2025 12:00 PM","","Feed"
"","Westside Partners ","1989076","3/16/2026 12:00 PM","","Feed"
"","Westwood Colony","2751136","7/1/2025 12:00 PM","","Feed"
"","Wheatland Colony","2795717","","","Feed"
"","White Gold Mills","2350525","","","Feed"
"","White Oak Farms Partnership","2010463","","","Feed"
"","White Rock Colony ","1992654","9/11/2026 12:00 PM","","Feed"
"","Whitemud Farms","2168447","","","Feed"
"","Whitesand Colony","2891515","9/22/2025 12:00 PM","","Feed"
"","Whitewater Milling LLC","1992655","3/12/2026 12:00 PM","","Feed"
"","Whittemore Feeders Supply","1989575","5/23/2026 12:00 PM","","Feed"
"","Wicked Weed Brewing","2188392","","","Brewery"
"","Wilbur Ellis Corporate","2958079","","","Agronomy-Dry And Liquid"
"","Wilbur Ellis Dalhart TX","2785220","8/18/2025 12:00 PM","","Agronomy-Dry"
"","Wilbur Ellis Grand Marsh","2975671","","","Agronomy-Liquid"
"","Wilbur Ellis Moses Lake","2912835","2/23/2026 12:00 PM","","Agronomy-Dry"
"","Wilbur Ellis St. Joe MO","2856209","","","Agronomy-Dry"
"","Wilbur Ellis Woodland CA","2821195","12/4/2025 12:00 PM","","Agronomy-Liquid"
"","Wilcox Family Farms","1992656","6/25/2025 12:00 PM","","Feed"
"","Willamette Egg Farms Canby","1989473","10/19/2025 12:00 PM","","Feed"
"","Willamette Egg Farms Corporate","2958077","","","Feed"
"","Willamette Egg Farms Moses Lake","1989474","12/23/2025 12:00 PM","","Feed"
"","William Langel & Todd Stiefel","2283572","","","Feed"
"","Willow Creek ","1994171","","","Feed"
"","Willow Creek Colony","2573155","1/28/2026 12:00 PM","","Feed"
"","Willow Mills Ltd","2889993","6/12/2026 12:00 PM","","Feed"
"","Wilmar","2106163","","","Agronomy-Dry"
"","WIN Production LLC","2104948","","","Feed"
"","Windmill Farms USA Inc.  CLOSED","1994173","","","Feed"
"","Winfield United Pacific Junction","2829688","","","Feed"
"","Winnifred Colony","2912374","","","Feed"
"","Wintering Hills Colony","1994174","8/13/2025 12:00 PM","","Feed"
"","Wisco Feeds","2975408","","","Feed"
"","Wolf Creek Colony","2223020","5/29/2026 12:00 PM","","Feed"
"","Wolf L And G Farms","1994176","6/19/2026 12:00 PM","","Feed"
"","Woody's Performance Horse Feeds","1994177","6/10/2025 12:00 PM","","Feed"
"","Worden Farms","2955302","8/5/2025 12:00 PM","","Feed"
"","Wortman Farms","2010466","6/16/2025 12:00 PM","","Feed"
"","Wreden Ranch","2341222","","","Cattle"
"","Wykville Farms Limited","2957451","7/16/2025 12:00 PM","","Feed"
"","Yaggies Inc","2978528","","","Grain"
"","Yara","2249871","","","Other"
"","Yara Morehead City","2472804","","","Feed"
"","Yorktown Organic Feed Afton","1994178","11/12/2025 12:00 PM","","Feed"
"","Yorktown Organic Feed Tampico","1994179","7/13/2025 12:00 PM","","Feed"
"","Yorktown Organics Corporate","2958076","","","Feed"
"","Zimmerman Brothers Feed And Grain","2010470","","","Feed"